weapon_used	weapon_result	charge	location_major_comm	location_comm	date_of_occurrence	time_of_occurrance	disposition	status	towncode	day_occur	armedrob	burglary	aggassault	simpleassault	sexual	domestic_phys	domestic_verbal	land	land_violent	mob	riot	murder	other	year	month
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"12/1/2017"	"06:00 AM - 09:00 AM"	"WITHDRAWN"	"COMPLETED"	10004	"2017-12-01"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"MENACING"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"12/3/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	10004	"2017-12-03"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"DISORDERLY CONDUCT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"12/4/2017"	"06:00 AM - 09:00 AM"	"WITHDRAWN"	"COMPLETED"	10002	"2017-12-04"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"PERSISTENT NON SUPPORT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"12/8/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	10002	"2017-12-08"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"12/9/2017"	"06:00 PM - 09:00 PM"	"PENDING"	"COMPLETED"	10004	"2017-12-09"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"12/9/2017"	"06:00 AM - 09:00 AM"	"WITHDRAWN"	"COMPLETED"	10004	"2017-12-09"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"CRIMINAL MISCHIEF"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"12/18/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	10004	"2017-12-18"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"12/19/2017"	"03:00 PM - 06:00 PM"	"COURT"	"COMPLETED"	10002	"2017-12-19"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"NICKLAY TOWN COMMUNITY"	"12/4/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	9028	"2017-12-04"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"ARSON"	"PAYNESVILLE"	"GAYE TOWN COMMUNITY"	"12/12/2017"	"06:00 PM - 09:00 PM"	"PENDING"	"COMPLETED"	3012	"2017-12-12"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"ROBBERY"	"CONGO TOWN"	"PEACE ISLAND COMMUNITY"	"12/14/2017"	"09:00 PM - 00:00 AM"	"WITHDRAWN"	"COMPLETED"	3000	"2017-12-14"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"CONGO TOWN"	"KAILONDO GAS STATION COMMUNITY"	"12/16/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	3016	"2017-12-16"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"BATTERY FACTORY COMMUNITY"	"9/8/2017"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	4024	"2017-09-08"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	9
"NIL"	"NIL"	"BURGLARY"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"12/1/2017"	"06:00 PM - 09:00 PM"	"PENDING"	"COMPLETED"	10002	"2017-12-01"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"JAMAICA ROAD COMMUNITY"	"12/1/2017"	"09:00 PM - 00:00 AM"	"WITHDRAWN"	"COMPLETED"	10020	"2017-12-01"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"12/4/2017"	"12:00 PM - 03:00 PM"	"PENDING"	"COMPLETED"	10002	"2017-12-04"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"12/4/2017"	"03:00 PM - 06:00 PM"	"COURT"	"COMPLETED"	10002	"2017-12-04"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"DISORDERLY CONDUCT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"12/4/2017"	"06:00 PM - 09:00 PM"	"COURT"	"COMPLETED"	10002	"2017-12-04"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"DISORDERLY CONDUCT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"12/5/2017"	"12:00 PM - 03:00 PM"	"PENDING"	"COMPLETED"	10002	"2017-12-05"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"12/5/2017"	"12:00 PM - 03:00 PM"	"PENDING"	"COMPLETED"	10002	"2017-12-05"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"MISAPPLICATION OF ENTRUSTED PROPERTY"	"BREWERVILLE"	"PERRY TOWN COMMUNITY"	"12/4/2017"	"12:00 PM - 03:00 PM"	"WITHDRAWN"	"COMPLETED"	6011	"2017-12-04"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"PROPERTY THEFT"	"SINKOR"	"17TH STREET COMMUNITY"	"11/13/2017"	"12:00 PM - 03:00 PM"	"COURT"	"COMPLETED"	2025	"2017-11-13"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	11
"NIL"	"NIL"	"PROPERTY THEFT"	"SINKOR"	"17TH STREET COMMUNITY"	"11/13/2017"	"12:00 PM - 03:00 PM"	"COURT"	"COMPLETED"	2025	"2017-11-13"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	11
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"NICKELY TOWN COMMUNITY"	"9/12/2017"	"12:00 PM - 03:00 PM"	"COURT"	"COMPLETED"	9028	"2017-09-12"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	9
"NIL"	"NIL"	"KIDNAPPING"	"PAYNESVILLE"	"72ND COMMUNITY"	"12/8/2017"	"06:00 AM - 09:00 AM"	"WITHDRAWN"	"COMPLETED"	9012	"2017-12-08"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"THINKER VILLAGE COMMUNITY"	"11/16/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	8013	"2017-11-16"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	11
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"SKD BOULEVARD COMMUNITY"	"11/16/2017"	"NIL"	"COURT"	"COMPLETED"	3014	"2017-11-16"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	11
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"THINKER VILLAGE COMMUNITY"	"11/16/2017"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	8013	"2017-11-16"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	11
"NIL"	"NIL"	"ROBBERY"	"PAYNESVILLE"	"ELWA COMMUNITY"	"11/12/2017"	"09:00 PM - 00:00 AM"	"COURT"	"COMPLETED"	8005	"2017-11-12"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	11
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"PAYNESVILLE"	"ELWA COMMUNITY"	"11/14/2017"	"09:00 PM - 00:00 AM"	"COURT"	"COMPLETED"	8005	"2017-11-14"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	11
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"GSA ROAD COMMUNITY"	"12/2/2017"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	5002	"2017-12-02"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"MISAPPLICATION OF ENTRUSTED PROPERTY"	"PAYNESVILLE"	"JOE BAR COMMUNITY"	"12/6/2017"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	5000	"2017-12-06"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"MENACING"	"PAYNESVILLE"	"VOKER MISSION COMMUNITY"	"12/7/2017"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	5015	"2017-12-07"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"SIMPLE ASSAULT"	"PAYNESVILLE"	"POLICE ACADEMY COMMUNITY"	"12/12/2017"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	5010	"2017-12-12"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"PAYNESVILLE"	"ZUBAH TOWN COMMUNITY"	"12/13/2017"	"12:00 PM - 03:00 PM"	"COURT"	"COMPLETED"	5008	"2017-12-13"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"ARMED ROBBERY"	"PAYNESVILLE"	"KPELLE TOWN COMMUNITY"	"12/17/2017"	"00:00 AM - 03:00 AM"	"PENDING"	"COMPLETED"	3019	"2017-12-17"	1	0	0	0	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"ROBBERY"	"PAYNESVILLE"	"THINKER VILLAGE COMMUNITY"	"12/1/2017"	"03:00 AM - 06:00 AM"	"WITHDRAWN"	"COMPLETED"	8013	"2017-12-01"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"BURGLARY"	"PAYNESVILLE"	"NEEZOE COMMUNITY"	"11/23/2017"	"06:00 AM - 09:00 AM"	"PENDING"	"COMPLETED"	9018	"2017-11-23"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	11
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"72ND COMMUNITY"	"11/22/2017"	"06:00 AM - 09:00 AM"	"COURT"	"COMPLETED"	9012	"2017-11-22"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	11
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"GSA ROAD COMMUNITY"	"11/24/2017"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	5002	"2017-11-24"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	11
"NIL"	"NIL"	"ROBBERY"	"PAYNESVILLE"	"GSA ROAD COMMUNITY"	"11/25/2017"	"06:00 AM - 09:00 AM"	"COURT"	"COMPLETED"	5002	"2017-11-25"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	11
"NIL"	"NIL"	"MENACING"	"PAYNESVILLE"	"VOKER MISSION COMMUNITY"	"12/8/2017"	"06:00 AM - 09:00 AM"	"COURT"	"COMPLETED"	5015	"2017-12-08"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"BURGLARY"	"PAYNESVILLE"	"BASSA COMMUNITY"	"12/12/2017"	"03:00 AM - 06:00 AM"	"COURT"	"COMPLETED"	2037	"2017-12-12"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"MISAPPLICATION OF ENTRUSTED PROPERTY"	"PAYNESVILLE"	"JOE BAR COMMUNITY"	"8/7/2017"	"03:00 AM - 06:00 AM"	"COURT"	"COMPLETED"	5000	"2017-08-07"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	8
"NIL"	"NIL"	"PROPERTY THEFT"	"CENTRAL MONROVIA"	"UN DRIVE COMMUNITY"	"12/7/2017"	"00:00 AM - 03:00 AM"	"WITHDRAWN"	"COMPLETED"	2001	"2017-12-07"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"BURGLARY"	"BUSHROD ISLAND"	"EBENEZER BAPTIST CHURCH COMMUNITY"	"12/8/2017"	"03:00 AM - 06:00 AM"	"COURT"	"COMPLETED"	8015	"2017-12-08"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"BURGLARY"	"BUSHROD ISLAND"	"EBENEZER BAPTIST CHURCH COMMUNITY"	"12/4/2017"	"06:00 AM - 09:00 AM"	"COURT"	"COMPLETED"	8015	"2017-12-04"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"BURGLARY"	"BUSHROD ISLAND"	"EBENEZER BAPTIST CHURCH COMMUNITY"	"12/4/2017"	"06:00 AM - 09:00 AM"	"COURT"	"COMPLETED"	8015	"2017-12-04"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"BURGLARY"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"12/14/2017"	"12:00 PM - 03:00 PM"	"WITHDRAWN"	"COMPLETED"	10002	"2017-12-14"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"BURGLARY"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"12/14/2017"	"12:00 PM - 03:00 PM"	"WITHDRAWN"	"COMPLETED"	10004	"2017-12-14"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"12/15/2017"	"03:00 AM - 06:00 AM"	"WITHDRAWN"	"COMPLETED"	10002	"2017-12-15"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"12/14/2017"	"03:00 PM - 06:00 PM"	"PENDING"	"COMPLETED"	10002	"2017-12-14"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"12/22/2017"	"06:00 PM - 09:00 PM"	"WITHDRAWN"	"COMPLETED"	10004	"2017-12-22"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"12/21/2017"	"06:00 PM - 09:00 PM"	"PENDING"	"COMPLETED"	10004	"2017-12-21"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"12/20/2017"	"09:00 PM - 00:00 AM"	"PENDING"	"COMPLETED"	10004	"2017-12-20"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"POINT FOUR COMMUNITY"	"12/6/2017"	"06:00 AM - 09:00 AM"	"WITHDRAWN"	"COMPLETED"	1001	"2017-12-06"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"MISAPPLICATION OF ENTRUSTED PROPERTY"	"BUSHROD ISLAND"	"DUALA COMMUNITY"	"12/12/2017"	"12:00 PM - 03:00 PM"	"WITHDRAWN"	"COMPLETED"	1014	"2017-12-12"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"ROBBERY"	"BUSHROD ISLAND"	"DUALA COMMUNITY"	"12/12/2017"	"12:00 PM - 03:00 PM"	"WITHDRAWN"	"COMPLETED"	1014	"2017-12-12"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"POINT 4 COMMUNITY"	"12/19/2017"	"06:00 PM - 09:00 PM"	"COURT"	"COMPLETED"	1001	"2017-12-19"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"POINT 4 COMMUNITY"	"12/19/2017"	"09:00 PM - 00:00 AM"	"WITHDRAWN"	"COMPLETED"	1001	"2017-12-19"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"POINT 4 COMMUNITY"	"12/17/2017"	"03:00 PM - 06:00 PM"	"COURT"	"COMPLETED"	1001	"2017-12-17"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"BONG MINES BRIDGE COMMUNITY"	"12/1/2017"	"06:00 AM - 09:00 AM"	"WITHDRAWN"	"COMPLETED"	1002	"2017-12-01"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"MENACING"	"BUSHROD ISLAND"	"BONG MINES BRIDGE COMMUNITY"	"12/8/2017"	"12:00 PM - 03:00 PM"	"COURT"	"COMPLETED"	1002	"2017-12-08"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"BONG MINES BRIDGE COMMUNITY"	"12/10/2017"	"12:00 PM - 03:00 PM"	"WITHDRAWN"	"COMPLETED"	1002	"2017-12-10"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"MISAPPLICATION OF ENTRUSTED PROPERTY"	"PAYNESVILLE"	"V. MISSION COMMUNITY"	"7/23/2017"	"NIL"	"COURT"	"COMPLETED"	5015	"2017-07-23"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	7
"NIL"	"NIL"	"MENACING"	"PAYNESVILLE"	"ELWA COMMUNITY"	"10/30/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN "	"COMPLETED"	8005	"2017-10-30"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	10
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"THINKER VILLAGE COMMUNITY"	"12/16/2017"	"12:00 PM - 03:00 PM"	"WITHDRAWN "	"COMPLETED"	8013	"2017-12-16"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"THINKER VILLAGE COMMUNITY"	"12/16/2017"	"06:00 PM - 09:00 PM"	"WITHDRAWN "	"COMPLETED"	8013	"2017-12-16"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"12/19/2017"	"06:00 PM - 09:00 PM"	"WITHDRAWN"	"COMPLETED"	5014	"2017-12-19"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"12/21/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	5014	"2017-12-21"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"CRIMINAL MISCHIEF"	"PAYNESVILLE"	"ELWA COMMUNITY"	"12/21/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN "	"COMPLETED"	8005	"2017-12-21"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"POINT FOUR COMMUNITY"	"12/22/2017"	"09:00 AM - 12:00 PM"	"PENDING"	"COMPLETED"	1001	"2017-12-22"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"CRIMINAL MISCHIEF"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"12/22/2017"	"03:00 PM - 06:00 PM"	"WITHDRAWN"	"COMPLETED"	5014	"2017-12-22"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"SIMPLE ASSAULT"	"PAYNESVILLE"	"VOA COMMUNITY"	"12/22/2017"	"12:00 PM - 03:00 PM"	"WITHDRAWN "	"COMPLETED"	8004	"2017-12-22"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"SIMPLE ASSAULT"	"PAYNESVILLE"	"VOA COMMUNITY"	"12/22/2017"	"06:00 AM - 09:00 AM"	"WITHDRAWN "	"COMPLETED"	8004	"2017-12-22"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"CRIMINAL MISCHIEF"	"PAYNESVILLE"	"VOA COMMUNITY"	"12/22/2017"	"12:00 PM - 03:00 PM"	"WITHDRAWN "	"COMPLETED"	8004	"2017-12-22"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"CRIMINAL MISCHIEF"	"PAYNESVILLE"	"VOA COMMUNITY"	"12/22/2017"	"09:00 PM - 00:00 AM"	"WITHDRAWN "	"COMPLETED"	8004	"2017-12-22"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"CRIMINAL MISCHIEF"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"12/23/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	5014	"2017-12-23"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"SEXUAL ASSAULT"	"PAYNESVILLE"	"NEEZOE COMMUNITY"	"12/24/2017"	"06:00 PM - 09:00 PM"	"COURT"	"COMPLETED"	9018	"2017-12-24"	0	0	0	0	1	0	0	0	0	0	0	0	0	2017	12
"KNIFE"	"NIL"	"ROBBERY"	"PAYNESVILLE"	"SKD BOULEVARD COMMUNITY"	"12/26/2017"	"09:00 AM - 12:00 PM"	"PENDING"	"COMPLETED"	3014	"2017-12-26"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"DISORDERLY CONDUCT"	"PAYNESVILLE"	"THINKER VILLAGE COMMUNITY"	"12/27/2017"	"06:00 AM - 09:00 AM"	"WITHDRAWN "	"COMPLETED"	8013	"2017-12-27"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"12/29/2017"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	5014	"2017-12-29"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"12/29/2017"	"03:00 PM - 06:00 PM"	"WITHDRAWN"	"COMPLETED"	5014	"2017-12-29"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"PAYNESVILLE"	"ELWA COMMUNITY"	"12/29/2017"	"06:00 AM - 09:00 AM"	"COURT"	"COMPLETED"	8005	"2017-12-29"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"STATUTORY RAPE"	"PAYNESVILLE"	"NEEZOE COMMUNITY"	"12/29/2017"	"09:00 AM - 12:00 PM"	"TRANSFERRED"	"COMPLETED"	9018	"2017-12-29"	0	0	0	0	1	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"CENTRAL MONROVIA"	"UN DRIVE COMMUNITY"	"12/30/2017"	"09:00 PM - 00:00 AM"	"PENDING"	"COMPLETED"	2001	"2017-12-30"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"PAYNESVILLE"	"REHAB COMMUNITY"	"12/30/2017"	"00:00 AM - 03:00 AM"	"COURT"	"COMPLETED"	8006	"2017-12-30"	0	0	1	0	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"CRIMINAL MISCHIEF"	"PAYNESVILLE"	"REHAB COMMUNITY"	"12/30/2017"	"06:00 AM - 09:00 AM"	"WITHDRAWN "	"COMPLETED"	8006	"2017-12-30"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"SIMPLE ASSAULT"	"PAYNESVILLE"	"ELWA COMMUNITY"	"12/30/2017"	"03:00 PM - 06:00 PM"	"WITHDRAWN "	"COMPLETED"	8005	"2017-12-30"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"STATUTORY RAPE"	"PAYNESVILLE"	"NEEZOE COMMUNITY"	"12/30/2017"	"03:00 PM - 06:00 PM"	"TRANSFERRED"	"COMPLETED"	9018	"2017-12-30"	0	0	0	0	1	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"SIMPLE ASSAULT"	"CENTRAL MONROVIA"	"CAREY STREET COMMUNITY"	"12/31/2017"	"12:00 PM - 03:00 PM"	"WITHDRAWN"	"COMPLETED"	2010	"2017-12-31"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"12/31/2017"	"12:00 PM - 03:00 PM"	"WITHDRAWN"	"COMPLETED"	10004	"2017-12-31"	0	0	0	1	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"ROBBERY"	"PAYNESVILLE"	"ELWA COMMUNITY"	"12/31/2017"	"06:00 PM - 09:00 PM"	"WITHDRAWN"	"COMPLETED"	8005	"2017-12-31"	0	1	0	0	0	0	0	0	0	0	0	0	0	2017	12
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"NEW HOPE COMMUNITY"	"12/31/2017"	"03:00 PM - 06:00 PM"	"WITHDRAWN"	"COMPLETED"	9003	"2017-12-31"	0	0	0	0	0	0	0	0	0	0	0	0	1	2017	12
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"POINT FOUR COMMUNITY"	"1/1/2018"	"03:00 PM - 06:00 PM"	"COURT"	"COMPLETED"	1001	"2018-01-01"	0	0	1	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"POINT FOUR COMMUNITY"	"1/1/2018"	"06:00 AM - 09:00 AM"	"COURT"	"COMPLETED"	1001	"2018-01-01"	0	0	1	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"POINT FOUR COMMUNITY"	"1/1/2018"	"06:00 AM - 09:00 AM"	"COURT"	"COMPLETED"	1001	"2018-01-01"	0	0	1	0	0	0	0	0	0	0	0	0	0	2018	1
